,0
NEIGHBORHOOD_NEW DORP-BEACH           ,4.8062602705192546e-08
NEIGHBORHOOD_NEW DORP-HEIGHTS,9.309734241112535e-08
NEIGHBORHOOD_NEW DORP-HEIGHTS         ,7.050901648379785e-07
NEIGHBORHOOD_NEW SPRINGVILLE,2.566800409671539e-07
NEIGHBORHOOD_NEW SPRINGVILLE          ,3.5310570380196933e-06
NEIGHBORHOOD_OAKLAND GARDENS,3.861854441174172e-07
NEIGHBORHOOD_OAKLAND GARDENS          ,1.575278434310526e-07
NEIGHBORHOOD_OAKWOOD,5.085950261643387e-08
NEIGHBORHOOD_OAKWOOD                  ,6.386192361929962e-08
NEIGHBORHOOD_OAKWOOD-BEACH,1.3849542296354992e-07
NEIGHBORHOOD_OAKWOOD-BEACH            ,1.052370312709723e-05
NEIGHBORHOOD_OCEAN HILL,4.8844192275557414e-06
NEIGHBORHOOD_OCEAN HILL               ,5.444930645084805e-05
NEIGHBORHOOD_OCEAN PARKWAY-NORTH,1.5947635471391974e-05
NEIGHBORHOOD_OCEAN PARKWAY-NORTH      ,1.2590376555015608e-05
NEIGHBORHOOD_OCEAN PARKWAY-SOUTH,7.472407275969076e-06
NEIGHBORHOOD_OCEAN PARKWAY-SOUTH      ,8.38517158090084e-06
NEIGHBORHOOD_OLD MILL BASIN,9.659300963868905e-08
NEIGHBORHOOD_OLD MILL BASIN           ,2.5623749449278215e-07
NEIGHBORHOOD_OZONE PARK,2.456388332844043e-06
NEIGHBORHOOD_OZONE PARK               ,1.4135110252045601e-06
NEIGHBORHOOD_PARK SLOPE,3.097045221399835e-05
NEIGHBORHOOD_PARK SLOPE               ,2.1516106769837043e-05
NEIGHBORHOOD_PARK SLOPE SOUTH,4.5098580734866624e-06
NEIGHBORHOOD_PARK SLOPE SOUTH         ,1.8743101606956074e-06
NEIGHBORHOOD_PARKCHESTER,6.381352680065366e-07
NEIGHBORHOOD_PARKCHESTER              ,9.561243639663458e-07
NEIGHBORHOOD_PELHAM BAY               ,0.0
NEIGHBORHOOD_PELHAM GARDENS,6.378164187762963e-08
NEIGHBORHOOD_PELHAM GARDENS           ,3.191797265516231e-08
NEIGHBORHOOD_PELHAM PARKWAY NORTH,1.2661281429069793e-07
NEIGHBORHOOD_PELHAM PARKWAY NORTH     ,9.606916066013916e-08
NEIGHBORHOOD_PELHAM PARKWAY SOUTH,7.084191188154129e-06
NEIGHBORHOOD_PELHAM PARKWAY SOUTH     ,2.132414573422784e-06
NEIGHBORHOOD_PLEASANT PLAINS,7.144907141884327e-08
NEIGHBORHOOD_PLEASANT PLAINS          ,2.84343036149792e-07
NEIGHBORHOOD_PORT IVORY,7.742693098688266e-08
NEIGHBORHOOD_PORT IVORY               ,2.4575669807465333e-08
NEIGHBORHOOD_PORT RICHMOND,6.769073905810634e-08
NEIGHBORHOOD_PORT RICHMOND            ,3.067464180293354e-06
NEIGHBORHOOD_PRINCES BAY,6.08798439035435e-07
NEIGHBORHOOD_PRINCES BAY              ,6.584982966906714e-07
NEIGHBORHOOD_PROSPECT HEIGHTS,6.335241231992977e-06
NEIGHBORHOOD_PROSPECT HEIGHTS         ,9.050744513141404e-06
NEIGHBORHOOD_QUEENS VILLAGE,3.7050889521062916e-07
NEIGHBORHOOD_QUEENS VILLAGE           ,1.1025469507330955e-06
NEIGHBORHOOD_QUEENS-UNKNOWN           ,1.2853427895967948e-09
NEIGHBORHOOD_RED HOOK,2.4146506028387974e-07
NEIGHBORHOOD_RED HOOK                 ,3.901053146003177e-06
NEIGHBORHOOD_REGO PARK,0.0016266077699953222
NEIGHBORHOOD_REGO PARK                ,3.710049298402599e-05
NEIGHBORHOOD_RICHMOND HILL,4.5569229944390726e-07
NEIGHBORHOOD_RICHMOND HILL            ,6.826265333207608e-07
NEIGHBORHOOD_RICHMONDTOWN,1.4854842770378054e-07
NEIGHBORHOOD_RICHMONDTOWN             ,1.5799773402541917e-07
NEIGHBORHOOD_RICHMONDTOWN-LIGHTHS HILL,1.0687700841998056e-07
NEIGHBORHOOD_RIDGEWOOD,2.3460826897181087e-06
NEIGHBORHOOD_RIDGEWOOD                ,9.394158000950297e-07
NEIGHBORHOOD_RIVERDALE,3.255796996960452e-06
NEIGHBORHOOD_RIVERDALE                ,2.921333513240236e-05
NEIGHBORHOOD_ROCKAWAY PARK,1.1550500257586916e-07
NEIGHBORHOOD_ROCKAWAY PARK            ,1.3068878006540265e-06
NEIGHBORHOOD_ROOSEVELT ISLAND,6.545914524062848e-08
NEIGHBORHOOD_ROSEBANK,1.4277390257851526e-07
NEIGHBORHOOD_ROSEBANK                 ,1.6423064505078399e-07
NEIGHBORHOOD_ROSEDALE,1.822642975490414e-07
NEIGHBORHOOD_ROSEDALE                 ,1.3709047860693774e-06
NEIGHBORHOOD_ROSSVILLE,9.968328431949142e-08
NEIGHBORHOOD_ROSSVILLE                ,3.0496461048147295e-07
NEIGHBORHOOD_ROSSVILLE-CHARLESTON,1.904623953063398e-08
NEIGHBORHOOD_ROSSVILLE-CHARLESTON     ,3.753583233206817e-08
NEIGHBORHOOD_ROSSVILLE-PORT MOBIL     ,1.3020107862011604e-09
NEIGHBORHOOD_ROSSVILLE-RICHMOND VALLEY,1.210739876863556e-07
NEIGHBORHOOD_SCHUYLERVILLE/PELHAM BAY,3.871116854384932e-07
NEIGHBORHOOD_SCHUYLERVILLE/PELHAM BAY ,3.3389296869060197e-06
NEIGHBORHOOD_SEAGATE,6.290693473748781e-08
NEIGHBORHOOD_SEAGATE                  ,2.413353285618583e-07
NEIGHBORHOOD_SHEEPSHEAD BAY,1.0488773749662026e-05
NEIGHBORHOOD_SHEEPSHEAD BAY           ,1.0233374564078178e-05
NEIGHBORHOOD_SILVER LAKE,8.687323863829494e-08
NEIGHBORHOOD_SILVER LAKE              ,7.688496948207334e-08
NEIGHBORHOOD_SO. JAMAICA-BAISLEY PARK,2.3539317458213363e-07
NEIGHBORHOOD_SO. JAMAICA-BAISLEY PARK ,2.247078900501008e-06
NEIGHBORHOOD_SOHO,0.00040024918027076103
NEIGHBORHOOD_SOHO                     ,0.00011352407471732158
NEIGHBORHOOD_SOUNDVIEW,1.3701649901664783e-06
NEIGHBORHOOD_SOUNDVIEW                ,7.857672533917614e-06
NEIGHBORHOOD_SOUTH BEACH,2.1623845197350818e-07
NEIGHBORHOOD_SOUTH BEACH              ,3.4307145079418183e-06
NEIGHBORHOOD_SOUTH JAMAICA,2.939465504333041e-07
NEIGHBORHOOD_SOUTH JAMAICA            ,2.7250970867190147e-06
NEIGHBORHOOD_SOUTH OZONE PARK,1.84381087844969e-07
NEIGHBORHOOD_SOUTH OZONE PARK         ,8.95815223182286e-07
NEIGHBORHOOD_SOUTHBRIDGE,7.446026149552153e-07
NEIGHBORHOOD_SOUTHBRIDGE              ,0.0007945138401874593
NEIGHBORHOOD_SPRING CREEK,4.052350474536917e-07
NEIGHBORHOOD_SPRING CREEK             ,4.294633343217247e-07
NEIGHBORHOOD_SPRINGFIELD GARDENS,1.389475559908953e-06
NEIGHBORHOOD_SPRINGFIELD GARDENS      ,1.4296975156075753e-06
NEIGHBORHOOD_ST. ALBANS,1.989292343557849e-07
NEIGHBORHOOD_ST. ALBANS               ,2.1162357369621526e-06
NEIGHBORHOOD_STAPLETON,9.163593826799781e-08
NEIGHBORHOOD_STAPLETON                ,3.866785162041737e-07
NEIGHBORHOOD_STAPLETON-CLIFTON,1.5227974489711097e-08
NEIGHBORHOOD_STAPLETON-CLIFTON        ,9.941694467521172e-08
NEIGHBORHOOD_STATEN ISLAND-UNKNOWN    ,1.8028260236646475e-08
NEIGHBORHOOD_SUNNYSIDE,3.6023119125525033e-06
NEIGHBORHOOD_SUNNYSIDE                ,8.010603862223076e-06
NEIGHBORHOOD_SUNSET PARK,2.710859807962272e-05
NEIGHBORHOOD_SUNSET PARK              ,2.224713788404153e-06
NEIGHBORHOOD_THROGS NECK,2.0004485104870268e-07
NEIGHBORHOOD_THROGS NECK              ,1.5514756844263607e-07
NEIGHBORHOOD_TODT HILL,2.799387465748016e-07
NEIGHBORHOOD_TODT HILL                ,6.261673641719354e-07
NEIGHBORHOOD_TOMPKINSVILLE,4.347193737442417e-08
NEIGHBORHOOD_TOMPKINSVILLE            ,1.0405293521010867e-07
NEIGHBORHOOD_TOTTENVILLE,7.361734192435292e-07
NEIGHBORHOOD_TOTTENVILLE              ,2.1534983995957504e-07
NEIGHBORHOOD_TRAVIS,3.080468513907795e-08
NEIGHBORHOOD_TRAVIS                   ,1.0124567019710332e-07
NEIGHBORHOOD_TRIBECA,0.00016137065764799418
NEIGHBORHOOD_TRIBECA                  ,5.699816003867631e-05
NEIGHBORHOOD_UPPER EAST SIDE (59-79),0.00036284230151370316
NEIGHBORHOOD_UPPER EAST SIDE (59-79)  ,0.0021076428863795117
NEIGHBORHOOD_UPPER EAST SIDE (79-96),0.0002480552199008233
NEIGHBORHOOD_UPPER EAST SIDE (79-96)  ,0.0004018056838597663
NEIGHBORHOOD_UPPER EAST SIDE (96-110),1.2907574584694142e-05
NEIGHBORHOOD_UPPER EAST SIDE (96-110) ,3.936134616145429e-05
NEIGHBORHOOD_UPPER WEST SIDE (59-79),0.0005174591074622463
NEIGHBORHOOD_UPPER WEST SIDE (59-79)  ,0.000689856765649038
NEIGHBORHOOD_UPPER WEST SIDE (79-96),0.00034539117671528397
NEIGHBORHOOD_UPPER WEST SIDE (79-96)  ,0.00031068516463789907
NEIGHBORHOOD_UPPER WEST SIDE (96-116),2.1452889508115447e-05
NEIGHBORHOOD_UPPER WEST SIDE (96-116) ,0.0008286750739509404
NEIGHBORHOOD_VAN CORTLANDT PARK,9.365146900613614e-11
NEIGHBORHOOD_VAN CORTLANDT PARK       ,2.781742140860095e-08
NEIGHBORHOOD_WAKEFIELD,1.9514393020190777e-05
NEIGHBORHOOD_WAKEFIELD                ,2.169499842876135e-07
NEIGHBORHOOD_WASHINGTON HEIGHTS LOWER,2.1412300181237564e-05
NEIGHBORHOOD_WASHINGTON HEIGHTS LOWER ,5.2222937512045856e-05
NEIGHBORHOOD_WASHINGTON HEIGHTS UPPER,1.464779846283978e-05
NEIGHBORHOOD_WASHINGTON HEIGHTS UPPER ,2.0354986817012903e-05
NEIGHBORHOOD_WEST NEW BRIGHTON,1.0150448512801067e-07
NEIGHBORHOOD_WEST NEW BRIGHTON        ,7.195608448544358e-07
NEIGHBORHOOD_WESTCHESTER,9.937951726467056e-07
NEIGHBORHOOD_WESTCHESTER              ,1.4232889970052846e-06
NEIGHBORHOOD_WESTERLEIGH,1.686442262831143e-07
NEIGHBORHOOD_WESTERLEIGH              ,1.1538032123528777e-07
NEIGHBORHOOD_WHITESTONE,1.8576196302637134e-06
NEIGHBORHOOD_WHITESTONE               ,8.061299241887584e-06
NEIGHBORHOOD_WILLIAMSBRIDGE,6.011824353116388e-07
NEIGHBORHOOD_WILLIAMSBRIDGE           ,2.7236033396660605e-06
NEIGHBORHOOD_WILLIAMSBURG-CENTRAL,2.8659662866543106e-06
NEIGHBORHOOD_WILLIAMSBURG-CENTRAL     ,2.3185663443439102e-06
NEIGHBORHOOD_WILLIAMSBURG-EAST,0.00015465357893171736
NEIGHBORHOOD_WILLIAMSBURG-EAST        ,2.8052571527452404e-05
NEIGHBORHOOD_WILLIAMSBURG-NORTH,1.2759910839190549e-05
NEIGHBORHOOD_WILLIAMSBURG-NORTH       ,0.00017225746151368189
NEIGHBORHOOD_WILLIAMSBURG-SOUTH,3.93921659540242e-05
NEIGHBORHOOD_WILLIAMSBURG-SOUTH       ,2.1310934441402454e-05
NEIGHBORHOOD_WILLOWBROOK,2.530435743669186e-07
NEIGHBORHOOD_WILLOWBROOK              ,1.0941866286515855e-07
NEIGHBORHOOD_WILLOWBROOK-SEAVIEW      ,1.1013329650851045e-09
NEIGHBORHOOD_WINDSOR TERRACE,2.453796307670564e-06
NEIGHBORHOOD_WINDSOR TERRACE          ,1.0531516804355956e-06
NEIGHBORHOOD_WOODHAVEN,4.3647386012865887e-07
NEIGHBORHOOD_WOODHAVEN                ,1.3182565360003823e-06
NEIGHBORHOOD_WOODLAWN,5.7750151141075597e-08
NEIGHBORHOOD_WOODLAWN                 ,7.223767393011155e-07
NEIGHBORHOOD_WOODROW,1.6564647834444628e-07
NEIGHBORHOOD_WOODROW                  ,1.2917396772543861e-06
NEIGHBORHOOD_WOODSIDE,3.40655985632121e-05
NEIGHBORHOOD_WOODSIDE                 ,1.339622900157335e-06
NEIGHBORHOOD_WYCKOFF HEIGHTS,1.0500932781740209e-06
NEIGHBORHOOD_WYCKOFF HEIGHTS          ,8.456878327921778e-07
ZIP CODE_10001,0.0006301550764104207
ZIP CODE_10002,0.00037917379597335945
ZIP CODE_10003,0.00029492626617039924
ZIP CODE_10004,0.00016650158426797417
ZIP CODE_10005,3.631082883650653e-05
ZIP CODE_10006,0.00013724914519742127
ZIP CODE_10007,8.759447184439585e-05
ZIP CODE_10008,2.5955507297068413e-09
ZIP CODE_10009,9.23365147950411e-05
ZIP CODE_10010,0.0002708035102319511
ZIP CODE_10011,0.0009607623541356339
ZIP CODE_10012,0.00021554919180360093
ZIP CODE_10013,0.0004212543591884268
ZIP CODE_10014,0.0004363701936499749
ZIP CODE_10015,0.0
ZIP CODE_10016,0.0018210862614979827
ZIP CODE_10017,0.000634910682969091
ZIP CODE_10018,1.656508561791625e-05
ZIP CODE_10019,0.0009560648105597197
ZIP CODE_10020,4.843852242378903e-10
ZIP CODE_10021,0.0010349333931720362
ZIP CODE_10022,0.0006263544235597906
ZIP CODE_10023,0.0009259328793907936
ZIP CODE_10024,0.00277637127660113
ZIP CODE_10025,0.0009444954508444774
ZIP CODE_10026,5.109435309113313e-05
ZIP CODE_10027,7.033920843036806e-05
ZIP CODE_10028,0.00041582368065932535
ZIP CODE_10029,0.000610257209398173
ZIP CODE_10030,2.345590205933743e-05
ZIP CODE_10031,4.848040758693081e-05
ZIP CODE_10032,2.2173512432208177e-05
ZIP CODE_10033,2.9657004482626253e-05
ZIP CODE_10034,7.564748659814802e-06
ZIP CODE_10035,7.495354812372426e-05
ZIP CODE_10036,0.0006893436381657114
ZIP CODE_10037,0.0002130669274411427
ZIP CODE_10038,3.458670456930237e-05
ZIP CODE_10039,3.6157440202366386e-05
ZIP CODE_10040,5.526888723430133e-06
ZIP CODE_10044,5.862101541591611e-06
ZIP CODE_10046,0.0
ZIP CODE_10052,5.956037038938411e-10
ZIP CODE_10063,1.902492014909557e-09
ZIP CODE_10065,0.001625908408395187
ZIP CODE_10069,0.0010458614996912185
ZIP CODE_10075,0.0002771350403113408
ZIP CODE_10104,3.3687543191713726e-12
ZIP CODE_10110,1.7500652024577249e-09
ZIP CODE_10118,1.625727623781655e-10
ZIP CODE_10121,1.858560329605186e-10
ZIP CODE_10123,0.0
ZIP CODE_10125,1.952868464326483e-07
ZIP CODE_10128,0.00017183533453044218
ZIP CODE_10129,3.0914763091202273e-07
ZIP CODE_10150,5.851691480976358e-09
ZIP CODE_10151,1.2827986083277121e-08
ZIP CODE_10158,2.0826486636820856e-09
ZIP CODE_10165,5.563230657529374e-11
ZIP CODE_10170,3.5541670728478397e-09
ZIP CODE_10176,2.485717678048847e-10
ZIP CODE_10218,0.0
ZIP CODE_10222,8.794056045459106e-09
ZIP CODE_10223,4.1538263205955176e-11
ZIP CODE_10271,0.0
ZIP CODE_10280,1.2326165687290909e-05
ZIP CODE_10282,1.020465608978739e-05
ZIP CODE_10301,2.9006122554562055e-06
ZIP CODE_10302,4.846139502177155e-07
ZIP CODE_10303,8.759722930510971e-07
ZIP CODE_10304,7.155492905342973e-06
ZIP CODE_10305,3.3376171427923925e-07
ZIP CODE_10306,1.640842433873051e-06
ZIP CODE_10307,5.835495356321572e-07
ZIP CODE_10308,7.07188213377954e-07
ZIP CODE_10309,7.569046384332134e-07
ZIP CODE_10310,2.701732860905447e-07
ZIP CODE_10312,6.443855148705186e-07
ZIP CODE_10314,3.5957568375590555e-07
ZIP CODE_10436,8.519850368551437e-13
ZIP CODE_10451,1.04672929432752e-05
ZIP CODE_10452,6.666552422459312e-05
ZIP CODE_10453,1.61266582799071e-05
ZIP CODE_10454,8.015754862300735e-07
ZIP CODE_10455,2.89857744945521e-05
ZIP CODE_10456,2.5807380666283795e-05
ZIP CODE_10457,8.041163440353336e-06
ZIP CODE_10458,2.6631073684206438e-06
ZIP CODE_10459,9.334455965913998e-06
ZIP CODE_10460,8.852287881784557e-06
ZIP CODE_10461,2.973163497882462e-06
ZIP CODE_10462,3.7607430075755776e-06
ZIP CODE_10463,0.0001255271363801276
ZIP CODE_10464,1.0871020201437843e-07
ZIP CODE_10465,6.674240088560138e-07
ZIP CODE_10466,1.0519843086982837e-06
ZIP CODE_10467,1.2700116630031705e-05
ZIP CODE_10468,3.0630087670764264e-06
ZIP CODE_10469,7.17098480551279e-05
ZIP CODE_10470,2.6823840440410227e-06
ZIP CODE_10471,4.8354690330101715e-05
ZIP CODE_10472,2.2620031438039564e-06
ZIP CODE_10473,9.467176064561804e-05
ZIP CODE_10474,9.650258474590532e-07
ZIP CODE_10475,1.9710805386425562e-06
ZIP CODE_10803,3.6379690511562716e-08
ZIP CODE_11001,4.407704830625637e-08
ZIP CODE_11004,6.672181017477144e-08
ZIP CODE_11005,1.3502387187729329e-06
ZIP CODE_11006,4.5510456587213563e-10
ZIP CODE_11040,2.0643491065915193e-08
ZIP CODE_11050,1.0353225624373953e-08
ZIP CODE_11061,2.941565127786601e-12
ZIP CODE_11101,2.674986149393757e-05
ZIP CODE_11102,2.039747145141712e-05
ZIP CODE_11103,5.219708253519666e-06
ZIP CODE_11104,6.859759455467146e-06
ZIP CODE_11105,9.230819644240798e-05
ZIP CODE_11106,4.216378161450026e-05
ZIP CODE_11109,2.4687065765355335e-06
ZIP CODE_11200,2.246856701112018e-11
ZIP CODE_11201,0.0001747978493420292
ZIP CODE_11202,1.879280264874605e-11
ZIP CODE_11203,3.4262101711899866e-06
ZIP CODE_11204,2.9534955426593803e-06
ZIP CODE_11205,5.872485689618124e-05
ZIP CODE_11206,2.2318159154846537e-05
ZIP CODE_11207,5.416118353034038e-06
ZIP CODE_11208,6.786641717238527e-06
ZIP CODE_11209,6.297922581961226e-06
ZIP CODE_11210,9.928240575302593e-06
ZIP CODE_11211,0.00022759023106369068
ZIP CODE_11212,1.1373551451084543e-05
ZIP CODE_11213,1.4276646999616831e-05
ZIP CODE_11214,3.0540953248378055e-06
ZIP CODE_11215,9.30196823573246e-05
ZIP CODE_11216,9.723272952592252e-06
ZIP CODE_11217,7.070049460525797e-05
ZIP CODE_11218,2.0137901716040354e-05
ZIP CODE_11219,3.43295567634834e-06
ZIP CODE_11220,6.0604980595852766e-06
ZIP CODE_11221,1.1469354096356233e-05
ZIP CODE_11222,5.671619444247795e-05
ZIP CODE_11223,1.1253949764527642e-05
ZIP CODE_11224,1.1815155713724551e-05
ZIP CODE_11225,1.8299738788984855e-05
ZIP CODE_11226,2.3755378343186047e-05
ZIP CODE_11227,3.999759936947551e-09
ZIP CODE_11228,1.5254085803400575e-06
ZIP CODE_11229,5.332308129086553e-06
ZIP CODE_11230,5.865556773604331e-06
ZIP CODE_11231,9.466410780672751e-05
ZIP CODE_11232,1.2724821657724283e-06
ZIP CODE_11233,5.6281565989865136e-05
ZIP CODE_11234,7.744257804300312e-06
ZIP CODE_11235,2.1066289395980993e-05
ZIP CODE_11236,4.751564252682517e-06
ZIP CODE_11237,3.044467112658824e-06
ZIP CODE_11238,5.32812754913981e-05
ZIP CODE_11239,1.3125080076357827e-08
ZIP CODE_11243,2.2605528647056137e-08
ZIP CODE_11249,0.0001906330185122784
ZIP CODE_11256,0.0
ZIP CODE_11258,0.0
ZIP CODE_11313,5.862656487242805e-11
ZIP CODE_11315,3.4937940975133204e-11
ZIP CODE_11324,8.798479972790608e-11
ZIP CODE_11325,7.731783811398067e-11
ZIP CODE_11351,9.324896801958541e-08
ZIP CODE_11352,2.1885927101583971e-10
ZIP CODE_11354,0.0024773044175775507
ZIP CODE_11355,8.341957966274012e-06
ZIP CODE_11356,9.6059047691232e-07
ZIP CODE_11357,3.5106159026137556e-06
ZIP CODE_11358,9.182818457726683e-07
ZIP CODE_11360,1.5311193826371588e-06
ZIP CODE_11361,1.1819488967813822e-06
ZIP CODE_11362,1.002894213861687e-06
ZIP CODE_11363,3.7499838949113485e-06
ZIP CODE_11364,5.436108792564672e-07
ZIP CODE_11365,1.6657649741050577e-06
ZIP CODE_11366,6.386483256821918e-07
ZIP CODE_11367,0.0002890777606411374
ZIP CODE_11368,4.4461843017160025e-06
ZIP CODE_11369,4.6635585784062616e-06
ZIP CODE_11370,7.075339338524189e-07
ZIP CODE_11371,3.9504782173705964e-10
ZIP CODE_11372,4.0716849387826934e-05
ZIP CODE_11373,5.137540696743791e-06
ZIP CODE_11374,8.7353997318824e-05
ZIP CODE_11375,0.00028310638412064776
ZIP CODE_11376,1.0907555079540937e-10
ZIP CODE_11377,3.0128806064508394e-06
ZIP CODE_11378,4.850775748003497e-07
ZIP CODE_11379,2.645512121035967e-07
ZIP CODE_11380,1.4583584019213464e-11
ZIP CODE_11385,3.3337487603324323e-06
ZIP CODE_11411,1.0805854837341726e-06
ZIP CODE_11412,9.922041190682751e-07
ZIP CODE_11413,1.391792498100555e-06
ZIP CODE_11414,5.389988156818809e-07
ZIP CODE_11415,7.816333188685033e-06
ZIP CODE_11416,3.191433239880984e-07
ZIP CODE_11417,1.4959546131747689e-06
ZIP CODE_11418,5.823876786698144e-07
ZIP CODE_11419,5.027927030713613e-07
ZIP CODE_11420,3.818779378560179e-07
ZIP CODE_11421,8.315340159263025e-07
ZIP CODE_11422,8.743667622581128e-07
ZIP CODE_11423,6.955339940064906e-07
ZIP CODE_11425,5.3087634481700124e-11
ZIP CODE_11426,9.921836785525878e-08
ZIP CODE_11427,3.361717871262335e-06
ZIP CODE_11428,9.392465668313437e-08
ZIP CODE_11429,5.270358895442231e-07
ZIP CODE_11430,1.1669924022317544e-10
ZIP CODE_11432,7.74115042729833e-06
ZIP CODE_11433,2.530265204883288e-06
ZIP CODE_11434,2.0820057339149015e-06
ZIP CODE_11435,1.4376337811497178e-06
ZIP CODE_11436,2.275445860182685e-07
ZIP CODE_11438,2.8685690453953626e-12
ZIP CODE_11443,2.1799601795193058e-11
ZIP CODE_11452,3.3071637655320034e-09
ZIP CODE_11635,2.3619972946425407e-11
ZIP CODE_11691,3.579129090818515e-05
ZIP CODE_11692,5.5648331387595e-07
ZIP CODE_11693,7.939806370445063e-07
ZIP CODE_11694,1.0925195551610741e-06
ZIP CODE_11696,5.786224107132328e-10
ZIP CODE_11697,1.7038868501991362e-08
BUILDING CLASS_2,5.877697972975498e-05
BUILDING CLASS_3,1.8981550659236955e-05
BUILDING CLASS_4,1.2245052838194143e-05
BUILDING CLASS_5,3.9555278574598885e-05
BUILDING CLASS_6,1.2418135901114946e-06
BUILDING CLASS_7,0.0007490578323309858
BUILDING CLASS_8,0.018446645197127045
BUILDING CLASS_9,0.0001240640702228798
BUILDING CLASS_10,0.0001529748350348325
BUILDING CLASS_11,0.0009659882559272816
BUILDING CLASS_12,2.3161722136381438e-05
BUILDING CLASS_13,0.0015717334258376842
BUILDING CLASS_14,5.07899295012345e-05
BUILDING CLASS_15,8.00953012946225e-05
BUILDING CLASS_16,0.00039293430097750963
BUILDING CLASS_17,0.00010354646185728927
